,banco,fecha,texto,src,rt,fav,country,type,place,desde,sigue_a,lo_siguen
349,citibanamex,2020-10-17 15:57:30,romanosanz67 ¿Te gustaría dejarnos algún comentario o sugerencia para Citibanamex? Por favor indícanos los siguientes datos a nuestra dirección de correo electrónico contactocitibanamexciti.com en donde llevaremos a cabo el registro de tu solicitud:,Sprinklr,0,0,,,,2009-07-28 21:15:49,74597,161712
350,citibanamex,2020-10-17 15:57:21,"De los 890 mil trabajos formales que podrían perderse este año, solo se recuperarían 390 mil en 2021, estima Citibanamex. Y esto se debe a la reactivación, no a una recuperación del empleo, como lo hemos dicho desde CEEF.  https://t.co/lZTCZUJXvH",Twitter for Android,11,0,,,,2016-01-20 18:07:40,218,35
352,citibanamex,2020-10-17 15:53:27,"romanosanz67 Hola, te ofrecemos una disculpa ya que no es posible condonar las comiciones por pago tardío o falta de pago, Citibanamex ofrece alternativa para realizar el pago de tarjetas de crédito. Para realizar el pago de tu tarjeta de Crédito Citibanamex puedes",Sprinklr,0,0,,,,2009-07-28 21:15:49,74597,161712
353,citibanamex,2020-10-17 15:38:12,Oye Citibanamex como le hago para que alguien me tome una llamada de reporte de robo de tarjeta? Llevo 2 diss intentando y entre un menú y otro terminan cortando la llamada,Twitter for iPhone,0,0,,,,2009-05-01 20:58:03,444,2355
354,citibanamex,2020-10-17 15:29:38,Paque ofrecen créditos en la pinche app si luego no los van a dar Citibanamex,Twitter for Android,0,0,,,,2009-10-24 16:08:21,607,1110
355,citibanamex,2020-10-17 15:28:20,Citibanamex alguna sucursal en Nuevo León abre en sábado?,Twitter for Android,0,0,,,,2010-01-14 04:45:06,247,105
356,citibanamex,2020-10-17 15:18:19,"ContactoCitibmx Buenos días, disculpen, tengo 17 días sin recibir noticias de ustedes, me podrían indicar por favor con quién me puedo poner en contacto para estos pedidos por favor? Gracias Citibanamex https://t.co/WmJFQAM6dS",Twitter for Android,0,0,,,,2012-09-02 03:11:08,69,166
357,citibanamex,2020-10-17 15:14:33,"Citibanamex necesito un aumento de mi línea de crédito para el buen fin y no quiero ir a sucursal por el covid19 , dime qué tengo que hacer 😊",Twitter for Android,0,0,,,,2014-09-06 21:18:55,87,9
358,citibanamex,2020-10-17 15:08:48,"Amigos si lo ven, peguensele que está bien equipado, trabaja en citibanamex de Santa Marta/ Acatitla. cruisingciudaddeméxico https://t.co/Ty0NruBSio",Twitter for Android,452,0,,,,2011-05-02 14:17:09,4451,116
359,citibanamex,2020-10-17 15:03:19,luiscti ¿Te gustaría dejarnos algún comentario o sugerencia para Citibanamex? Por favor indícanos los siguientes datos a nuestra dirección de correo electrónico contactocitibanamexciti.com en donde llevaremos a cabo el registro de tu solicitud:,Sprinklr,0,0,,,,2009-07-28 21:15:49,74597,161712
360,citibanamex,2020-10-17 15:00:20,😎 ¡Ya es fin de semana! Vamos a dar la vuelta al AutocinemaCitibanamex 🚗🎟️ Consulta Cartelera en https://t.co/7fDAgPSTzK y adquiere tus boletos en taquilla o en https://t.co/a9BTQfiPid https://t.co/EalqvHWI8S,Twitter for iPhone,1,0,,,,2010-03-29 15:42:32,1107,221
362,citibanamex,2020-10-17 14:50:38,ContactoCitibmx Citibanamex llevo 3 días intentando reportar un cargo no reconocido y por ninguno de sus medios atienden!! Qué procede? Pésimo servicio,Twitter for Android,0,0,,,,2011-03-23 22:20:19,437,448
363,citibanamex,2020-10-17 14:49:09,"Al cierre de 2020 se acumularán 890,000 empleos formales perdidos y en 2021 sólo se recuperarán 390,000: Citibanamex - Infobae. Y LOS 2 MILLONES QUE PROMETIÓ  EL GOBIERNO YA LOS CONTARON ?  https://t.co/nDuOJysUFw",Twitter for iPhone,48,0,,,,2018-08-14 16:43:21,79,331
365,citibanamex,2020-10-17 14:46:21,"luiscti o bien puede acudir directamente a una sucursal al área de hipotecario Citibanamex, en la siguiente liga encontrará el directorio y podrá ubicar cual es la que te queda más cercar de su domicilio https://t.co/7fhyO3PK4B",Sprinklr,0,0,,,,2009-07-28 21:15:49,74597,161712
366,citibanamex,2020-10-17 14:45:36,"Cómo es posible que cada mes tenga que levantar reporte de bloqueo de cargo recurrente que no hice, lo peor, es en una tarjeta que ya no tengo y se reflejan en otra, no saben hacer su trabajo, Citibanamex ContactoCitibmx urge mejorar seguridad y capacitar personal urge solución",Twitter for iPhone,0,0,,,,2015-09-19 17:15:56,54,4
369,citibanamex,2020-10-17 14:40:29,"Todo el mundo se llenará del excelso talento de fhersoberanes, _IkerMadrid, Anuarcantante, RogeEse, Roohinostroza y felipefloresglz ¡Tienes que ser testigo de este fenómeno mundial! 📹✨  Accesos aquí: https://t.co/glNDWdVTjM,       ExperienciasCitibanamex, Citibanamex https://t.co/pvn8dj1nPY",Twitter for iPhone,11,0,,,,2010-03-11 20:08:51,296,5887
370,citibanamex,2020-10-17 14:35:04,"¡Los invitamos a seguir celebrando con nosotros con más cine!   Función Especial en Autocinema Citibanamex de “CHICO VENTANA TAMBIEN QUISIERA TENER UN SUBMARINO”, ganadora de la competencia NuevoHorizonte de la 4taEdiciónHíbrida, del  BlackCanvas_FCC  de la UC. https://t.co/DVIRcEeQq1",Hootsuite Inc.,0,0,,,,2011-03-26 00:56:20,742,4879
371,citibanamex,2020-10-17 14:22:39,"isoyRalph Hola, en Citibanamex estamos para servirte, por favor contáctanos siempre que lo necesites. Será un gusto ayudarte.  Saludos. CT",Sprinklr,0,0,,,,2009-07-28 21:15:49,74597,161712
372,citibanamex,2020-10-17 14:13:00,fresilla1767 danyboy8888888 Citibanamex CorreosdeMexico Gracias amiga,Twitter for Android,0,0,,,,2020-02-21 08:19:05,620,160
373,citibanamex,2020-10-17 14:09:39,Citibanamex Buenos días CANCELABIS: Es imposible comunicarse telefónicamente con ustedes y no tienen la gentileza de responder mis correos. Por favor indíqueme si debo recurrir a CONDUSEF u otra instancia para recibir mi testimonio de cancelación de hipoteca Saludos,Twitter for iPhone,0,0,,,,2011-12-27 21:55:42,184,41
375,citibanamex,2020-10-17 13:58:31,Citibanamex ContactoCitibmx cuál sucursal está abierta hoy al poniente?,Twitter for Android,0,0,MX,city,"Álvaro Obregón, Distrito Federal",2009-12-16 03:42:37,267,439
376,citibanamex,2020-10-17 13:56:48,"AletzPerezP Hola Alejandro, buenos días. Para generar una aclaración al respecto, te pedimos por favor comunicarte a Audiomático Citibanamex al 55 1226 2639 o al 800 021 2345 ingresa a la opción 1, 3 y 4 para problemas con cajero automático.",Sprinklr,0,0,,,,2009-07-28 21:15:49,74597,161712
377,citibanamex,2020-10-17 13:53:59,Citibanamex holaaa ¿qué banco está abierto en Qro los sábados?,Twitter for iPhone,0,0,,,,2020-03-07 17:58:43,30,0
379,citibanamex,2020-10-17 13:38:44,¿Ya ningún Citibanamex abre los. Sábados?,Twitter for Android,0,0,,,,2012-06-25 04:00:49,1723,1068
380,citibanamex,2020-10-17 13:35:12,julio71482596 ¿Te gustaría dejarnos algún comentario o sugerencia para Citibanamex? Por favor indícanos los siguientes datos a nuestra dirección de correo electrónico contactocitibanamexciti.com en donde llevaremos a cabo el registro de tu solicitud:,Sprinklr,0,0,,,,2009-07-28 21:15:49,74597,161712
381,citibanamex,2020-10-17 13:27:01,"fresilla1767 danyboy8888888 Citibanamex CorreosdeMexico Gracias por ese consejo, amiga, lo intentaré; es muy molesto el acoso de Citibanamex",Twitter for Android,0,1,,,,2020-02-21 08:19:05,620,160
382,citibanamex,2020-10-17 13:24:48,"Estoy harta de escuchar a mi mamá hablar con ustedes todos los días. Primero le cuesta muchísimo trabajo que alguien le conteste, cuando por fin le contestan, tratan de aprender con ella la situación de un programa masivo que ustedes implementaron. ContactoCitibmx Citibanamex",Twitter for Android,0,1,,,,2009-04-06 17:53:50,945,306
383,citibanamex,2020-10-17 13:18:58,"Alfredojavg Lamentamos mucho los inconvenientes que esta situación te está ocasionando. Ya que tus comentarios son muy importantes para Citibanamex y son tomados en cuenta, podemos dar de alta el registro de la situación,",Sprinklr,0,0,,,,2009-07-28 21:15:49,74597,161712
385,citibanamex,2020-10-17 13:11:51,"La Unidad Temporal COVID-19 en Centro Citibanamex, cuya operación continuará hasta diciembre gracias a un donativo adicional de 90mdp por parte de Fund_CarlosSlim contribuye a liberar 32 mil días/cama de atención hospitalaria, así como 1,948 días/cama en terapia intensiva. https://t.co/MoTQKuVWAG",Twitter for Android,17,0,,,,2009-01-03 00:21:06,741,1560
388,citibanamex,2020-10-17 12:32:57,PokzBo Citibanamex Es la mejor idea que has tenido en estos momentos 🙌🙌👏👏👏👏👏👏👏👏👏👏,Twitter for Android,0,0,,,,2015-01-17 17:41:38,467,291
389,citibanamex,2020-10-17 12:24:07,luisghernan Hoy tarde 2 hr y jamás pude contactar a ningún ser humano q trabaje en esa institución bancaria Citibanamex es una porquería en atención al cliente,Twitter for iPhone,1,0,,,,2010-02-11 06:00:41,2342,1153
390,citibanamex,2020-10-17 11:53:29,MoraJohan7 AgusGnds ElBicho007 miseleccionmx Citibanamex Mexicano tipico https://t.co/Cte4AwKrV9,Twitter for Android,0,0,,,,2020-09-10 11:45:08,3,0
394,citibanamex,2020-10-17 11:37:29,Casanistas atentas! nashcasan estará subiendo videos y notas en Citibanamex en capitalyestilo https://t.co/iijGDCQ3OH,Twitter for Android,2,0,,,,2018-08-28 14:39:00,100,1
397,citibanamex,2020-10-17 11:26:19,"ThomasBrown2020 danyboy8888888 Citibanamex CorreosdeMexico Ponle un correo a Profeco, con copia a la Asociación mexicana de profesionales de cobranza y a condusef",Twitter for Android,0,1,,,,2014-07-04 14:44:07,1100,1081
399,citibanamex,2020-10-17 11:01:06,Citibanamex  si mal no ubico  por los letreros está fue tomando dentro de una sucursal  por un empleado  y cuando ocurren asaltos como en mi municipio izcalli  nos dicen que  los empleados no tiene Telefono  ojo 👁..... https://t.co/rlSkZJEmr6,Twitter for iPhone,0,0,,,,2012-08-26 18:35:10,222,60
404,banorte,2020-10-17 17:59:07,"RahMuss00 Buen día, de antemano una disculpa, te pedimos de favor, no compartir datos, por medio de Banorte Móvil solicita la asistencia de un ejecutivo para revisar detalles de tu cuenta. Agradecemos el contacto. AC",Genesys Social Engagement.,0,0,,,,2015-09-08 14:57:56,7,66528
405,banorte,2020-10-17 17:57:06,"Cesareo47702733 Buenas tardes, Cesareo. En Afore XXI Banorte estamos para servirle. Continuamos atendiendo su caso por medio del mensaje privado que nos proporcionó. Quedamos a sus órdenes.",S1Gateway,0,0,,,,2011-11-30 23:15:03,50,17654
406,banorte,2020-10-17 17:55:47,"JSVT64 julioastillero Eso mo escuché apenas ayer, pero con banorte. Un muy cercano amigo recibió la llamada de la línea de banorte y le notificaron que habían hecho cargos en su tarjeta, cargos que sabe el banco que él no acostumbra hacer, le pidieron crear una cuenta alterna para q se cancelara la⬇️",Twitter Web App,1,0,,,,2010-11-05 03:56:04,4536,1379
407,banorte,2020-10-17 17:33:35,AnelRamirez123 Te seguimos asistiendo por dicho medio. Gracias por escribirnos. AC,Genesys Social Engagement.,0,0,,,,2015-09-08 14:57:56,7,66528
408,banorte,2020-10-17 17:32:20,"Banorte_mx Gracias, ya les envié. 😊",Twitter for Android,0,0,,,,2017-12-16 02:01:45,138,9
409,banorte,2020-10-17 17:30:12,"AnelRamirez123 Hola, buenas tardes. Si presentas algún inconveniente mándanos mensaje directo para conocer los detalles de tu caso, nos gustaría conocer la situación que presentas para poderte ayudar, quedamos a tus órdenes. NC",Genesys Social Engagement.,0,0,,,,2015-09-08 14:57:56,7,66528
410,banorte,2020-10-17 17:27:27,Banorte_mx AYUDA!! No puedo hacer cargos a mi tarjeta de débito!!,Twitter for Android,0,0,,,,2017-12-16 02:01:45,138,9
411,banorte,2020-10-17 17:20:56,¿Te gustaría que tu negocio apareciera en Google Maps? Haz crecer tu PyME por medio de nuestra App Promociones Banorte y redes sociales. Regístrate aquí. Aplican restricciones. TuBancoTuTiempo,Twitter for Android,7,0,,,,2014-12-29 03:03:08,524,50
412,banorte,2020-10-17 17:20:28,DanZlotnik Banorte_mx BanorteEscucha googlemaps Banxico tiene una app llamada Ubicajeros que me ha resuelto muchos de esos pedos. 👌🏽,Twitter for Android,0,0,,,,2009-05-20 07:31:54,842,414
413,banorte,2020-10-17 17:09:25,"Scherezada12 Buenos días, Scherezada. En Afore XXI Banorte con gusto le asesoramos. Por favor envíenos un mensaje privado para conocer a detalle su caso y brindarle asesoría sobre el tema. Estamos al tanto.",S1Gateway,0,0,,,,2011-11-30 23:15:03,50,17654
414,banorte,2020-10-17 17:07:48,"VillRam Buenos días, Juan. En Afore XXI Banorte estamos para servirle. Continuamos dándole seguimiento a su caso a través del mensaje privado que nos proporcionó. Quedamos a sus órdenes.",TweetDeck,0,0,,,,2011-11-30 23:15:03,50,17654
415,banorte,2020-10-17 16:59:10,"DanZlotnik Estamos en la mejor disposición de ayudarte, si requeres de asesoria puedes envíarnos mayor detalle a través de MD y con gusto podemos ayudarte. Agradecemos tu contacto. NC",Genesys Social Engagement.,0,0,,,,2015-09-08 14:57:56,7,66528
416,banorte,2020-10-17 16:57:43,Banorte_mx Voy el lunes.  A cerrar mi cuenta. Porque cada día están peor. Gracias.,Twitter for Android,0,0,,,,2009-03-05 00:10:09,1279,7740
417,banorte,2020-10-17 16:56:04,"DanZlotnik ¡Hola Dan! Temporalmente nuestras sucursales no tienen servicio los días sábados, ¿cuál es el motivo de tu visita? AC",Genesys Social Engagement.,0,0,,,,2015-09-08 14:57:56,7,66528
418,banorte,2020-10-17 16:55:38,Banorte_mx BanorteEscucha Este número es de ustedes? Me están insistiendo todo el día 6644588821 me mandaron mensaje de texto diciendo que son de Banorte,Twitter for Android,0,0,,,,2020-04-14 07:11:45,292,120
419,banorte,2020-10-17 16:55:01,Banorte_mx Ninguna sucursal abierta en sábado ?,Twitter for Android,0,0,,,,2009-03-05 00:10:09,1279,7740
420,banorte,2020-10-17 16:53:59,DanZlotnik Te mencionamos que por el momento nuestras sucursales no están operando los días sábado hasta nuevo aviso. En la siguiente liga puedes consultar las sucursales que se encuentran abiertas y los horarios de las mismas: https://t.co/wu3XSukICg. Gracias por el contacto. NC,Genesys Social Engagement.,0,0,,,,2015-09-08 14:57:56,7,66528
421,banorte,2020-10-17 16:52:17,Banorte_mx Pero tengo que ir entrando uno por uno para ver el horario verdad? No se puede ver solo los abiertos hoy ?,Twitter for Android,0,0,,,,2009-03-05 00:10:09,1279,7740
422,banorte,2020-10-17 16:47:40,Te odio puto Banorte_mx  BanorteEscucha  de mierdaaaaaaaaaaaaaaaaaaaaaaaaaa,Twitter Web App,0,6,,,,2009-06-19 04:12:18,3007,1962
423,banorte,2020-10-17 16:44:13,"Olvidenlo, ninguna sucursal banorte abre hoy en Cancún, por si andaban con el pendiente... VivoEnCancun 😂🥺",Twitter for Android,1,0,,,,2009-01-27 03:23:59,25520,131622
425,banorte,2020-10-17 16:43:53,"DanZlotnik Buen día, de antemano te ofrecemos una disculpa, puedes revisar los horarios y sucursales en el siguiente enlace: https://t.co/ABGcLAOs98 AC",Genesys Social Engagement.,0,0,,,,2015-09-08 14:57:56,7,66528
426,banorte,2020-10-17 16:41:42,oye Banorte_mx BanorteEscucha podrias checar la cantidad de sucursales falsas que hay en googlemaps  y corregirlas/poner los horarios de servicio y corregir direcciones ? seria muy padre para que sea facil llegar a una sucursal.,Twitter Web App,0,1,,,,2009-03-05 00:10:09,1279,7740
428,banorte,2020-10-17 16:14:42,"gamezmyrna2 Hola Myrna, buen día. Lamentamos la experiencia, por favor, compártenos mayor detalle de la ubicación de los cajeros que nos reportas. YM",Genesys Social Engagement.,0,0,,,,2015-09-08 14:57:56,7,66528
429,banorte,2020-10-17 16:12:14,"Banorte_mx Qué pasa con los Cajeros del Quiroga, no sirven!! Hace rato que están así, pura pérdida de tiempo, hello?!!! Tache 😒🤷🏻‍♀️",Twitter for iPhone,0,0,,,,2019-08-23 00:44:12,134,28
430,banorte,2020-10-17 16:09:55,Saben si algun banorte abre hoy? 🙏🙏🥺 VivoEnCancun,Twitter for iPhone,0,0,,,,2009-06-30 23:42:48,677,341
431,banorte,2020-10-17 16:05:11,Si está  buscando aperturar un cuentan bancaria no acudas a BANORTE al menos que te guste  Que te digan que tienes que contratar un seguro con la cuenta que luego la aseguradora no paga. Que te clonen la tarjeta y te hagan fraude y el banco se lave  manos Que te hagan esperar https://t.co/HX8jK6c14d,Twitter Web App,25,0,,,,2017-09-30 14:55:20,10340,10308
432,banorte,2020-10-17 16:00:53,Compra en la app de Mercado Libre todo lo que necesitas y al pagar con tus Tarjetas de Crédito y Débito BANORTE recibe 10% de descuento. Más detalles en: https://t.co/GjRbsGXJH5 Aplican restricciones. TuBancoTuTiempo https://t.co/58PZKPNLnv,Socialbakers,0,5,,,,2015-09-08 14:57:56,7,66528
433,banorte,2020-10-17 15:58:05,"¡Mi queja fue escuchada, gracias Banorte_mx! Después de analizar a fondo mis argumentos por cargos no reconocidos en mi cuenta, hoy me hicieron la devolución correspondiente. Era justo y necesario. lizbethpz BanorteEscucha Wongui",Twitter for Android,2,0,,,,2010-01-15 19:25:49,982,1029
434,banorte,2020-10-17 15:57:49,CiroGomezL Señor Ciro me urge me contacte por favor también fui defraudada por el banco Banorte y ahora hasta recibo amenazas de Banorte para pagar la tarjeta por favor dígame cómo puedo unirme a ese grupo que comento en su noticiero el día de ayer,Twitter for iPhone,0,0,,,,2020-04-07 02:31:47,40,0
435,banorte,2020-10-17 15:49:51,mx_libertario Te seguiremos asistendo a través de ese medio. Agradecemos el contacto. NC,Genesys Social Engagement.,0,0,,,,2015-09-08 14:57:56,7,66528
436,banorte,2020-10-17 15:46:44,Banorte_mx BanorteEscucha HSBC Gracias por su atención ya les mande DM,Twitter for iPhone,0,0,,,,2020-01-20 06:32:18,170,25
437,banorte,2020-10-17 15:45:48,"Cristia69391477 Hola, buen día. Si hay algo en lo que te podamos ayudar nos puedes contactar por este medio y con gusto lo revisamos, quedamos a tus órdenes, gracias por el contacto. NC",Genesys Social Engagement.,0,0,,,,2015-09-08 14:57:56,7,66528
438,banorte,2020-10-17 15:41:50,"Banorte_mx Saben por q es gratis? Porq lo pagan con lo q los roban a otros!!!! BANCO DE CUARTA!!!  Aguas, ni los seguros, ni la nómina, ni tarjetas de débito o crédito, menos terminales para PYMES.  NADA RECOMENDABLE",Twitter Web App,0,0,,,,2020-09-12 19:55:10,0,0
439,banorte,2020-10-17 15:34:45,¡Aún puedes comprar en Amazon Prime Day! Recibe descuentos exclusivos al comprar con tus Tarjetas de Crédito y Débito BANORTE. Más información: https://t.co/7iY92Tb5LR Aplican restricciones. TuBancoTuTiempo https://t.co/yBHOS5Oe2Y,Twitter for Android,2,0,,,,2010-01-05 23:58:48,114,106
440,banorte,2020-10-17 15:27:29,"pollosuarez80 Hola, buen día. Lamentamos la experiencia, por favor compártenos mayor detalle del cajero al que acudiste a través de MD y con gusto podemos revisarlo. Quedamos a tus órdenes. NC",Genesys Social Engagement.,0,0,,,,2015-09-08 14:57:56,7,66528
441,banorte,2020-10-17 15:25:52,"Banorte_mx fui a un cajero BanorteEscucha metí vmi tarjeta de otro banco y al querer retirar el cajero marcó que no estaba disponible el servicio, pero de todos modos me descontaron mi dinero. Les ha pasado?",Twitter for Android,0,0,MX,city,"General Escobedo, Nuevo León",2010-05-01 21:22:05,1956,1047
442,banorte,2020-10-17 15:08:20,"mx_libertario BanorteEscucha HSBC Envíanos un MD con la finalidad gestionar dicho reporte. Nos interesa respetar tu privacidad y evitar la molestia que generan las llamadas inoportunas. Quedamos tus órdenes, saludos. 2/2 VL",Twitter Web App,0,0,,,,2015-09-08 14:57:56,7,66528
443,banorte,2020-10-17 15:07:29,"mx_libertario BanorteEscucha HSBC Hola, buenos días mx_libertario. Te informamos que a través de la siguiente liga podrás obtener mayor información sobre el reporte en el Registro Público de Usuarios (REUS ) https://t.co/VPl5Nvs8en. 1/2 VL",Twitter Web App,0,0,,,,2015-09-08 14:57:56,7,66528
444,banorte,2020-10-17 15:06:58,"mx_libertario BanorteEscucha HSBC Hola, buen día. Lamentamos la experiencia, si hay algo en lo que te podamos asistir, por favor, compártenos mayor detalle por MD, con gusto lo revisamos. Quedamos al pendiente de tu mensaje, agradecemos el contaco, buen día. YM",Twitter Web App,0,0,,,,2015-09-08 14:57:56,7,66528
445,banorte,2020-10-17 14:47:20,"MarcoSa90782353 Hola, buen día. Te indicamos que Farmacias Guadalajara es parte de nuestros corresponsales, en el siguiente enlace podrás revisar mayor detalle de las mismas https://t.co/feuxRdk5zK Quedamos a tus órdenes. NC",Genesys Social Engagement.,0,0,,,,2015-09-08 14:57:56,7,66528
446,banorte,2020-10-17 14:45:44,CiroGomezL ImagenTVMex A mí me hicieron fraude sin llamada te puedo contar y demostrar como Banorte_mx no me ayudó en nada y solo se limitaron a cobrarme a pesar de haberlo reportado al instante,Twitter for Android,0,0,,,,2020-06-01 03:57:31,43,2
447,banorte,2020-10-17 14:44:17,Banorte_mx se puede pagar la tarjeta en farmacias Guadalajara?,Twitter for Android,0,0,,,,2019-08-07 01:08:31,138,11
448,banorte,2020-10-17 14:41:02,llanosraul Banorte_mx BanorteEscucha Wongui Que buena noticia! Saludos!,Twitter for Android,0,0,,,,2010-03-27 03:26:18,939,1277
449,banorte,2020-10-17 14:29:23,"LeobasRivero Lamentamos la experiencia, estamos interesados en asistirté, por favor compártenos mayor detalle de tu caso por MD, con gusto lo revisamos. Quedamos al pendiente de tu mensaje, agradecemos el contacto. YM",Genesys Social Engagement.,0,0,,,,2015-09-08 14:57:56,7,66528
450,banorte,2020-10-17 14:26:18,"Banorte_mx Hice todo el protocolo mandé documentos espere mucho tiempo el fallo de sus ""investigaciones"" y al final fallaron en contra mía ahhh y aparte voy a pagar la multa por la investigación son un fiasco de corporativo bancario BancoAzteca me lo soluciono al instante el problema",Twitter for Android,0,0,,,,2020-06-01 03:57:31,43,2
451,banorte,2020-10-17 14:24:55,"LeobasRivero Nos encontramos con la mejor disposición de apoyarte y revisar tu caso con mayor detalle, nos sería de gran ayuda consultarlo a través de MD. Quedamos a tus órdenes, agradecemos el contacto. VL",Genesys Social Engagement.,0,0,,,,2015-09-08 14:57:56,7,66528
452,banorte,2020-10-17 14:20:14,Banorte_mx No pueden ayudarme en nada tu fallo es irrevocable en contra mia pero ojalá y CiroGomezL me den la oportunidad de demostrar lo ineficaz que son el personal de ustedes tuve un fraude sin llamada y ustedes solo se limitan a cobrarme,Twitter for Android,0,0,,,,2020-06-01 03:57:31,43,2
453,banorte,2020-10-17 14:13:29,"Oye Banorte_mx BanorteEscucha  hoy sábado desde las 8am recibo dos llamadas ofreciendo productos de protección Covid , de plano ahora parecen lo peor de Hsbc con su infame call center ? Tan poco sensible su are de Mktg o de Captación solo haces que los odiemos como marcas !!!",Twitter for iPhone,0,0,,,,2020-01-20 06:32:18,170,25
454,banorte,2020-10-17 14:00:29,"HuaweiMobileMx Y ahí que si todo mundo se queja que no jala la aplicación de banorte, quiero una respuesta que me sirva un link pa que",Twitter for Android,0,0,,,,2011-09-16 16:00:30,138,394
455,banorte,2020-10-17 13:40:35,Banorte tambien  https://t.co/8xaU6zxTvI,Twitter for Android,0,0,,,,2010-06-08 16:02:13,169,50
456,banorte,2020-10-17 12:48:57,Sin importar si no eres cuentahabiente Banorte realiza retiros y consulta de saldo sin costo en los cajeros automáticos Banorte https://t.co/ZwSDLBQvHL,Twitter for iPhone,3069,0,,,,2018-12-25 09:00:07,19,0
457,banorte,2020-10-17 12:23:48,"Lucioburelopez Hola Lucio, buenos días. Nos interesa conocer detalle de tu caso y apoyarte con las dudas que puedan surgir, por favor, envíanos un MD para brindarte una asistencia personalizada. Quedamos al pendiente. Saludos. VL",Genesys Social Engagement.,0,0,,,,2015-09-08 14:57:56,7,66528
458,banorte,2020-10-17 12:18:46,"Banorte_mx HuaweiMobileMx baje la aplicación de appgallery y me sigue pidiendo los servicios de google para entrar tienen alguna solución, ya en la pagina de banorte aparece que puedo usarla.",Twitter for Android,0,0,,,,2011-09-16 16:00:30,138,394
461,banorte,2020-10-17 08:50:14,"🤦🏻‍♂️ Lo que se vive con Banorte_mx, el Banco PÉSIMO de Mexico!! 🤬 Me mandan un msj por un cargo de un peso, no lo reconozco y al momento me bloquean la TC! Piden marque una numero y no contestan! 15 min y no contestar, están JODIDOS! Ahora empieza mi calvario, recuperar mi TC!🤬 https://t.co/28y8A43Ojd",Twitter for Android,3,0,,,,2011-10-08 03:31:40,3416,2730
463,banorte,2020-10-17 07:52:01,aflores240972 Banorte_mx CondusefMX ABN58 michelleriveraa r_rbc VictorMendozaL Chaposoto feroropeza20 Samvalor elalbertomedina Jorge_MoralesB EsDeMamador ojo aquí,Twitter for iPhone,0,0,,,,2018-08-20 19:12:27,332,103
464,banorte,2020-10-17 06:06:51,"El servicio de atención a clientes de Banorte_mx el peor de todos, asesores ineficientes que en lugar de solucionar las cosas las hacen aún peor. He visto gente manejar el banco de Monopoly con más seriedad.",Twitter for Android,4,0,,,,2017-01-07 23:56:47,189,34
465,banorte,2020-10-17 05:56:49,"LeobasRivero LeobasRivero Hola, buen día. Si hay algo en lo que te podamos asistir nos puedes contactar por MD y con gusto lo revisamos, quedamos a tus órdenes, gracias por el contacto. AQ",Genesys Social Engagement.,0,0,,,,2015-09-08 14:57:56,7,66528
466,banorte,2020-10-17 05:55:20,"nintendogus nintendogus Hola, buen día. Si hay algo en lo que te podamos asistir nos puedes contactar por MD y con gusto lo revisamos, quedamos a tus órdenes, gracias por el contacto. AQ",Genesys Social Engagement.,0,0,,,,2015-09-08 14:57:56,7,66528
467,banorte,2020-10-17 05:53:47,CiroGomezL CiroGomezL  yo fui víctima de un fraude sin llamada hice el protocolo de reclamación y Banorte_mx no me hizo caso pésima atención del personal no dudo que estén involucrados tengo la historia completa si quieres te la cuento estoy a tu disposición no creerás lo que mostrare,Twitter for Android,0,0,,,,2020-06-01 03:57:31,43,2
468,banorte,2020-10-17 05:51:07,Ojo cuentahabientes de Banorte_mx ScotiabankMX HSBC_MX Citibanamex porque están en la mira de los estafadores. https://t.co/RXZPC3RxPs,Twitter for Android,0,0,,,,2009-04-24 21:49:15,6196,5666
469,banorte,2020-10-17 05:48:11,"Weeeey la peda entre puro trabajador bancario es la mamada, nunca se acaban las risas y los albures jajajajajaja amigos Banorte son lo más 🤩",Twitter for Android,0,0,,,,2010-03-31 02:44:19,228,180
470,banorte,2020-10-17 05:36:29,CiroGomezL Alguna vez me llamaron según de Banorte_mx pero enseguida sospeché porque no era un regio sino un caribeño el que me quería sacar información... en Banorte siempre son regios.,Twitter for iPad,0,2,,,,2020-01-24 17:03:31,395,36
471,banorte,2020-10-17 05:33:54,BanorteEscucha me hicieron un cargo a mi tarjeta enlace digital de  Banorte_mx que no reconozco. Nunca la he usado en cajeros ni comercio electrónico  Qué puedo hacer???,Twitter for Android,0,0,,,,2014-10-22 03:53:02,52,2
472,banorte,2020-10-17 05:32:10,Nirvash_osiris Awoo_Mary22 buenmeme ImagenTVMex Banorte_mx Me dijeron que fue mi culpa (en parte) pero pues meh,Twitter for Android,0,0,,,,2009-07-12 02:23:30,748,626
473,banorte,2020-10-17 05:14:43,Se nota que BBVA invirtió bastante dinero en promoción para generar tanto revuelo en una tarjeta que hace tiempo ya tienen Banorte y Santander.,Twitter for Android,0,3,,,,2010-04-08 20:46:40,748,802
474,banorte,2020-10-17 05:14:26,"CiroGomezL AsocBancosMx A mí me pasó con Banorte , y cuando avise al banco  y les comprobé que el hombre esté si trabajaba para ellos tardaron meses para aceptarlo y ni así me regresaron mi dinero,  y me dijeron que si tenía tantas pruebas que neteriera mi queja a la CONDUSEF a ver si procede.",Twitter for Android,0,0,,,,2020-04-09 20:03:15,37,1
